num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
207,196,NODE_847_length_1261_cov_4.152419_1_2_1261,420,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,3,3.0,100.0
208,197,NODE_137_length_1589_cov_42.150834_1_2_1588,529,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,3.0,50.0
209,198,NODE_316_length_1639_cov_97.256571_1_2_1339,446,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
210,199,NODE_44_length_947_cov_4.266004_1_1_945,315,398,1.0,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,4801,304,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Alphatorquevirus,1,1.0,100.0
211,200,NODE_68_length_961_cov_13.563043_1_3_959,319,398,1.0,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,4801,304,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Alphatorquevirus,1,1.0,100.0
212,201,NODE_1_length_1484_cov_6.223308_1_1_1278,425,398,1.0,QUD39720.1,Anelloviridae,Anelloviridae,Anelloviridae,4801,304,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Alphatorquevirus,4,3.0,75.0
213,202,NODE_78_length_957_cov_19.148504_1_1_957,319,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
214,203,NODE_191_length_995_cov_5.658111_1_1_993,331,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,1,1.0,100.0
215,204,NODE_2358_length_2183_cov_6.842738_2_382_1947,521,216,1.0,AYA94517.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8812,407,L2 protein-capsid,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,6,6.0,100.0
216,205,NODE_406_length_1090_cov_29.070822_1_3_1088,362,962,0.98,AYV76483.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2538,33,isoleucyl-tRNA synthetase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus,2,1.0,50.0
217,206,NODE_104_length_980_cov_33.079249_1_1_960,319,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,1,1.0,100.0
218,207,NODE_598_length_953_cov_45.563305_1_2_952,317,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
219,208,NODE_1645_length_1006_cov_13.889231_1_1_909,302,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
220,209,NODE_1_length_2429_cov_2.403701_4_1226_2428,401,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,3,3.0,100.0
221,210,NODE_1252_length_1127_cov_220.440325_1_3_1127,375,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
222,211,NODE_1_length_1594_cov_67.723914_1_1_1593,531,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,1.0,16.67
224,212,NODE_60_length_7385_cov_15.460838_2_396_1604,402,323,1.0,AYA93568.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,13688,320,E2 protein,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,3,3.0,100.0
225,213,NODE_60_length_7385_cov_15.460838_3_1546_3366,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
226,214,NODE_60_length_7385_cov_15.460838_7_4617_6167,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
227,215,NODE_60_length_7385_cov_15.460838_8_6183_7385,400,216,1.0,AYA94517.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8812,407,L2 protein-capsid,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,3,3.0,100.0
228,216,NODE_39_length_7395_cov_11.674327_2_579_1787,402,323,1.0,AYA93568.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,13688,320,E2 protein,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,3,3.0,100.0
229,217,NODE_39_length_7395_cov_11.674327_3_1789_3354,521,216,1.0,AYA94517.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8812,407,L2 protein-capsid,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,6,6.0,100.0
230,218,NODE_39_length_7395_cov_11.674327_4_3370_4920,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
231,219,NODE_39_length_7395_cov_11.674327_8_6171_7394,408,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,3,3.0,100.0
232,220,NODE_1_length_7405_cov_8.032771_5_1576_3396,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
233,221,NODE_1_length_7405_cov_8.032771_6_3338_4546,402,323,1.0,AYA93568.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,13688,320,E2 protein,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,3,3.0,100.0
234,222,NODE_1_length_7405_cov_8.032771_7_4548_6113,521,216,1.0,AYA94517.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,8812,407,L2 protein-capsid,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,6,6.0,100.0
235,223,NODE_1_length_7405_cov_8.032771_8_6129_7403,425,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,4,4.0,100.0
236,224,NODE_238_length_1835_cov_44.062639_1_2_1834,611,53,1.0,AAF82566.1,Flaviviridae,Flaviviridae,Flaviviridae,147,2623,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Hepacivirus,8,7.0,87.5
237,225,NODE_742_length_1784_cov_121.706218_1_3_1784,594,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,8,8.0,100.0
239,226,NODE_393_length_1364_cov_14.671958_1_3_1364,454,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,4,4.0,100.0
240,227,NODE_1959_length_1144_cov_90.821396_1_3_1142,380,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,2,2.0,100.0
241,228,NODE_1_length_1908_cov_9.880452_1_3_1907,635,57,0.96,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,9,6.0,66.67
242,229,NODE_3_length_1540_cov_77.933512_1_1_1539,513,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,6,6.0,100.0
243,230,NODE_4_length_1501_cov_9.715862_1_3_1499,499,57,0.99,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,5,5.0,100.0
244,231,NODE_5_length_1228_cov_88.050977_1_2_1228,409,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,3,3.0,100.0
245,232,NODE_6_length_1156_cov_37.798190_1_3_1154,384,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,3,3.0,100.0
246,233,NODE_8_length_1069_cov_50.990177_1_3_1067,355,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,2,2.0,100.0
247,234,NODE_10_length_931_cov_53.476136_1_1_930,310,57,1.0,QFX66041.1,Flaviviridae,Flaviviridae-Baculoviridae-Mimiviridae-Phycodnaviridae-Marseilleviridae,Flaviviridae,89,2785,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Pestivirus,1,1.0,100.0
249,235,NODE_1_length_9311_cov_1403.948380_1_1_2517,838,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,14,14.0,100.0
250,236,NODE_1_length_9311_cov_1403.948380_2_2802_9311,2170,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,47,47.0,100.0
251,237,NODE_2_length_7731_cov_1037.754297_1_3_7730,2576,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,57,57.0,100.0
252,238,NODE_3_length_6294_cov_1295.980939_1_2_1786,594,3,1.0,7LX5_B,Coronaviridae,Coronaviridae-Reoviridae,Coronaviridae,1911,7401,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
253,239,NODE_3_length_6294_cov_1295.980939_7_4676_5935,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
254,240,NODE_4_length_1901_cov_1289.635135_1_1_1899,633,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,9,9.0,100.0
255,241,NODE_5_length_1386_cov_610.545318_1_59_1369,436,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,4,4.0,100.0
256,242,NODE_6_length_1314_cov_851.872526_1_3_1088,362,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,2,2.0,100.0
257,243,NODE_369_length_1169_cov_22.765679_1_3_1169,389,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,3.0,100.0
258,244,NODE_814_length_1321_cov_28.469231_1_3_1319,439,803,0.99,AYV75638.1,Mimiviridae,Mimiviridae,Mimiviridae,1965,49,putative helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus,4,1.0,25.0
259,245,NODE_220_length_1582_cov_9.597679_1_3_1580,526,962,0.94,AYV76483.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,2538,33,isoleucyl-tRNA synthetase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus,6,2.0,33.33
260,246,NODE_805_length_4240_cov_518.825551_1_1_4239,1413,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,28,28.0,100.0
261,247,NODE_1083_length_2125_cov_356.165875_1_1_1776,591,3,1.0,7LX5_B,Coronaviridae,Coronaviridae-Reoviridae,Coronaviridae,1911,7401,surface glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,8,8.0,100.0
262,248,NODE_36_length_10609_cov_515.673190_1_3_9899,3298,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,75,75.0,100.0
263,249,NODE_164_length_4203_cov_505.418309_2_412_1671,419,14,1.0,QSM12402.1,Coronaviridae,Coronaviridae,Coronaviridae,12790,21781,nucleocapsid phosphoprotein,Structural-Envelope,Homo sapiens,ssRNA(+),Betacoronavirus,3,3.0,100.0
264,250,NODE_183_length_3227_cov_310.794413_1_2_2944,981,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,18,18.0,100.0
265,251,NODE_303_length_2887_cov_124.544273_1_1_2886,962,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,17,6.0,35.29
266,252,NODE_539_length_3188_cov_246.580553_1_59_3187,1042,1,1.0,YP_009072438.1,Coronaviridae,Coronaviridae-Herpesviridae-Orthomyxoviridae-Filoviridae-Flaviviridae-Astroviridae-Caliciviridae-Paramyxoviridae-Reoviridae-Retroviridae,Coronaviridae,12,12115,ORF1ab polyprotein,Other-Functions,Homo sapiens,ssRNA(+),Betacoronavirus,19,19.0,100.0
268,253,NODE_30_length_1013_cov_12.341734_1_3_1013,337,185,1.0,QQM99855.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,7532,528,RNA-dependent RNA polymerase,Replication-Transcription,Macaca mulatta,dsRNA,Picobirnavirus,1,1.0,100.0
269,254,NODE_3_length_5591_cov_23.948474_3_1465_2943,492,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,5,5.0,100.0
270,255,NODE_3_length_5591_cov_23.948474_4_2962_5589,875,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,15,15.0,100.0
271,256,NODE_3_length_1662_cov_9.147471_1_22_1572,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
272,257,NODE_38_length_4612_cov_10.102810_2_846_2054,402,323,1.0,AYA93568.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,13688,320,E2 protein,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,3,3.0,100.0
273,258,NODE_38_length_4612_cov_10.102810_3_1996_3816,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
274,259,NODE_41_length_1134_cov_18.794250_1_161_1132,324,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,1,1.0,100.0
275,260,NODE_43_length_3309_cov_13.954075_2_782_2602,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
276,261,NODE_50_length_1665_cov_12.819951_1_25_1575,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
277,262,NODE_2_length_1148_cov_6.724933_1_3_1124,373,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,2,2.0,100.0
278,263,NODE_28_length_3224_cov_6.859507_2_705_2525,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
279,264,NODE_1_length_4359_cov_13.532273_2_597_1805,402,323,1.0,AYA93568.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,13688,320,E2 protein,Other-Functions,Homo sapiens,dsDNA,Gammapapillomavirus,3,3.0,100.0
280,265,NODE_1_length_4359_cov_13.532273_3_1747_3567,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
281,266,NODE_33_length_1146_cov_13.210667_1_23_1144,373,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,2,2.0,100.0
282,267,NODE_11_length_1662_cov_14.075564_1_22_1572,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
283,268,NODE_56_length_3399_cov_15.039076_2_783_2603,606,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,8,8.0,100.0
284,269,NODE_5_length_1671_cov_5.897576_1_22_1572,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
285,270,NODE_31_length_1957_cov_5.273760_1_2_1243,414,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,3,3.0,100.0
286,271,NODE_5_length_7216_cov_578.161726_1_43_6579,2178,10,1.0,BAG82822.1,Picornaviridae,Picornaviridae-Retroviridae,Picornaviridae,640,32162,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Enterovirus,47,47.0,100.0
287,272,NODE_16_length_924_cov_4.643411_1_1_924,308,85,1.0,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,1,1.0,100.0
288,273,NODE_54_length_915_cov_4.515660_1_1_915,305,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,1,1.0,100.0
289,274,NODE_6_length_1130_cov_6.787196_1_3_1130,376,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,2,2.0,100.0
290,275,NODE_6_length_2161_cov_9.470093_1_1_1380,460,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,4,4.0,100.0
291,276,NODE_24_length_908_cov_9.922210_1_3_908,302,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,1,1.0,100.0
292,277,NODE_17_length_4792_cov_12.593783_2_785_2251,488,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,5,5.0,100.0
293,278,NODE_17_length_4792_cov_12.593783_3_2270_4792,840,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,14,14.0,100.0
294,279,NODE_20_length_1064_cov_5.805421_1_1_1062,354,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,2,2.0,100.0
295,280,NODE_26_length_2539_cov_6.358852_1_3_923,307,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,1,1.0,100.0
296,281,NODE_26_length_2539_cov_6.358852_2_942_2537,531,215,1.0,APG77540.1,Virgaviridae,Virgaviridae,Virgaviridae,1536,408,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(+),Tobamovirus,6,6.0,100.0
297,282,NODE_49_length_1964_cov_14.576943_2_143_1735,530,571,0.97,YP_009551696.1,Mesoniviridae,Mesoniviridae-Coronaviridae,Mesoniviridae,78,104,ORF2,Polyprotein,Culex quinquefasciatus,ssRNA(+),Alphamesonivirus,6,2.0,33.33
298,283,NODE_30_length_2340_cov_17.363088_2_663_2255,530,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,6,2.0,33.33
299,284,NODE_31_length_1126_cov_71.268778_1_3_1106,367,185,1.0,QQM99855.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,7532,528,RNA-dependent RNA polymerase,Replication-Transcription,Macaca mulatta,dsRNA,Picobirnavirus,2,1.0,50.0
300,285,NODE_15_length_7438_cov_15.293785_1_735_7364,2209,10,1.0,BAG82822.1,Picornaviridae,Picornaviridae-Retroviridae,Picornaviridae,640,32162,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Enterovirus,48,48.0,100.0
301,286,NODE_10_length_2841_cov_1750.758719_2_797_2512,571,462,1.0,AXQ65588.1,Anelloviridae,Anelloviridae,Anelloviridae,5728,140,ORF1,Other-Functions,Homo sapiens,ssDNA(-),Betatorquevirus,7,6.0,85.71
302,287,NODE_16_length_4735_cov_131.095672_1_1_1671,556,49,1.0,YP_009094332.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,8773,2823,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Morbillivirus,7,7.0,100.0
303,288,NODE_16_length_4735_cov_131.095672_2_1793_3316,507,125,1.0,AJE30400.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,9714,853,phosphoprotein,Other-Functions,Homo sapiens,ssRNA(-),Morbillivirus,6,6.0,100.0
304,289,NODE_16_length_4735_cov_131.095672_3_3424_4431,335,169,1.0,6BK6_A,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,15507,613,matrix protein,Structural-Envelope,Homo sapiens,ssRNA(-),Morbillivirus,1,1.0,100.0
305,290,NODE_5_length_10805_cov_142.502692_1_123_6674,2183,37,1.0,YP_008378665.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,772,3554,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthoavulavirus,48,48.0,100.0
306,291,NODE_5_length_10805_cov_142.502692_2_6784_8637,617,64,1.0,AFM55839.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,6710,2023,hemagglutinin,Hemagglutinin,Canis lupus familiaris,ssRNA(-),Morbillivirus,8,8.0,100.0
307,292,NODE_5_length_10805_cov_142.502692_3_8798_10450,550,108,1.0,AJO72803.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,5883,1037,fusion protein,Structural-Envelope,Homo sapiens,ssRNA(-),Morbillivirus,7,7.0,100.0
308,293,NODE_8_length_1671_cov_43.327273_1_22_1572,516,78,1.0,WP_016044687.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,3037,1560,capsid L1,Structural-Envelope,Homo sapiens,dsDNA,Deltapapillomavirus,6,6.0,100.0
309,294,NODE_19_length_3351_cov_164.908108_2_312_1319,335,169,1.0,6BK6_A,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,15507,613,matrix protein,Structural-Envelope,Homo sapiens,ssRNA(-),Morbillivirus,1,1.0,100.0
