num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
1011,941,contig-28_217_length_2171_read_count_6797_1_1_1728,575,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,7,2.0,28.57
1012,942,contig-28_232_length_1988_read_count_4154_1_1_1785,594,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,7.0,87.5
1013,943,contig-28_240_length_1950_read_count_6140_1_1_1914,637,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,8.0,88.89
1014,944,contig-28_242_length_1912_read_count_4886_1_377_1438,353,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
1015,945,contig-28_244_length_1879_read_count_4394_2_533_1732,399,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
1016,946,contig-28_248_length_1857_read_count_4912_2_436_1854,472,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,3.0,60.0
1017,947,contig-28_259_length_1769_read_count_4756_1_3_1559,519,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,4.0,66.67
1018,948,contig-28_260_length_1763_read_count_3835_1_3_998,331,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1019,949,contig-28_264_length_1742_read_count_4477_1_124_1725,533,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,6,5.0,83.33
1020,950,contig-28_268_length_1703_read_count_4953_1_136_1059,307,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
1021,951,contig-28_283_length_1612_read_count_5088_1_3_1610,536,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
1022,952,contig-28_303_length_1513_read_count_360_2_79_1062,327,571,0.9,YP_009551696.1,Mesoniviridae,Mesoniviridae-Coronaviridae,Mesoniviridae,78,104,ORF2,Polyprotein,Culex quinquefasciatus,ssRNA(+),Alphamesonivirus,1,1.0,100.0
1023,953,contig-28_320_length_1441_read_count_4283_1_37_1440,468,236,0.94,QJI53447.1,Iflaviridae,Iflaviridae-Totiviridae-Dicistroviridae,Iflaviridae,174,359,polyprotein,Polyprotein,Apis mellifera,ssRNA(+),Iflavirus,5,2.0,40.0
1024,954,contig-28_322_length_1430_read_count_4129_1_64_1428,455,979,0.86,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
1025,955,contig-28_338_length_1298_read_count_2467_1_2_1297,432,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
1026,956,contig-28_347_length_1259_read_count_4381_1_2_1258,419,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,1.0,33.33
1027,957,contig-28_361_length_1154_read_count_4123_1_1_1137,378,83,1.0,ATP66731.1,Coronaviridae,Coronaviridae,Coronaviridae,6,1446,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+),Betacoronavirus,2,1.0,50.0
1030,958,contig-28_373_length_1116_read_count_2339_1_3_1115,371,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1031,959,contig-28_376_length_1098_read_count_48_1_3_1010,336,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1032,960,contig-28_406_length_968_read_count_3368_1_3_968,322,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
1033,961,contig-35_2_length_20130_read_count_70852_2_1272_3452,726,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,11,9.0,81.82
1035,962,contig-35_2_length_20130_read_count_70852_5_5298_6293,331,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1036,963,contig-35_2_length_20130_read_count_70852_11_8647_9984,445,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
1037,964,contig-35_5_length_16005_read_count_38718_1_103_1233,376,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1038,965,contig-35_5_length_16005_read_count_38718_3_2285_3685,466,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
1039,966,contig-35_5_length_16005_read_count_38718_6_5683_7770,695,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,7.0,70.0
1040,967,contig-35_5_length_16005_read_count_38718_8_8774_9721,315,9,1.0,AQW44516.1,Flaviviridae,Flaviviridae-Coronaviridae-Hepadnaviridae,Flaviviridae,358,81816,polyprotein-NS5B-NS5A-NS3-4A,Polyprotein,Homo sapiens,ssRNA(+),Hepacivirus,1,1.0,100.0
1041,968,contig-35_5_length_16005_read_count_38718_13_12275_13252,325,979,0.91,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1042,969,contig-35_9_length_13045_read_count_39144_1_85_1323,412,757,0.87,YP_654555.1,Secoviridae,Secoviridae,Secoviridae,912,57,polyprotein,Polyprotein,Fragaria x ananassa,ssRNA(+),Sadwavirus,3,1.0,33.33
1043,970,contig-35_9_length_13045_read_count_39144_3_1915_2880,321,979,0.8,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1044,971,contig-35_9_length_13045_read_count_39144_4_2924_4219,431,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
1045,972,contig-35_9_length_13045_read_count_39144_5_4209_5126,305,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1046,973,contig-35_9_length_13045_read_count_39144_6_5303_6478,391,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
1047,974,contig-35_9_length_13045_read_count_39144_7_6475_7575,366,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1048,975,contig-35_9_length_13045_read_count_39144_9_8385_10994,869,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,15,10.0,66.67
1049,976,contig-35_9_length_13045_read_count_39144_10_11002_12057,351,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1050,977,contig-35_17_length_9741_read_count_23746_1_123_1175,350,15,1.0,QLC45894.1,Flaviviridae,Flaviviridae-Coronaviridae-Togaviridae-Phenuiviridae-Herpesviridae,Flaviviridae,189,20504,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Orthoflavivirus,2,1.0,50.0
1051,978,contig-35_17_length_9741_read_count_23746_4_2652_3992,446,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,2.0,50.0
1054,979,contig-35_17_length_9741_read_count_23746_8_6687_8099,470,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
1055,980,contig-35_17_length_9741_read_count_23746_9_8104_9741,545,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,6.0,85.71
1056,981,contig-35_18_length_9471_read_count_27074_1_1_1362,453,979,0.92,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
1057,982,contig-35_18_length_9471_read_count_27074_2_1371_2411,346,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,2.0,100.0
1058,983,contig-35_18_length_9471_read_count_27074_7_4950_6416,488,639,1.0,YP_009164031.1,Flaviviridae,Flaviviridae,Flaviviridae,251,83,polyprotein,Polyprotein,Culex tarsalis,ssRNA(+),Flavivirus,5,1.0,20.0
1059,984,contig-35_18_length_9471_read_count_27074_8_6663_7679,338,782,0.99,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,398,52,NS5B,Non-structural,Pteropus giganteus,ssRNA(+),Pegivirus,1,1.0,100.0
1060,985,contig-35_18_length_9471_read_count_27074_9_7679_9469,597,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,8.0,100.0
1061,986,contig-35_25_length_8718_read_count_24621_1_43_1509,488,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,4.0,80.0
1062,987,contig-35_25_length_8718_read_count_24621_2_1694_3073,459,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
1063,988,contig-35_25_length_8718_read_count_24621_3_3128_4429,433,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
1064,989,contig-35_25_length_8718_read_count_24621_6_6118_8493,791,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,13,10.0,76.92
1065,990,contig-35_31_length_8212_read_count_26538_5_2384_4351,655,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,9,2.0,22.22
1066,991,contig-35_41_length_7334_read_count_18463_1_2_2035,677,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,6.0,60.0
1067,992,contig-35_41_length_7334_read_count_18463_2_2454_3617,387,978,0.94,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,1.0,33.33
1068,993,contig-35_41_length_7334_read_count_18463_4_3938_5362,474,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
1069,994,contig-35_41_length_7334_read_count_18463_5_5409_6446,345,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1070,995,contig-35_42_length_7190_read_count_20673_2_559_2514,651,978,0.9,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,9,4.0,44.44
1071,996,contig-35_42_length_7190_read_count_20673_3_2673_4397,574,978,0.98,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,7,5.0,71.43
1072,997,contig-35_42_length_7190_read_count_20673_4_4536_5720,394,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
1073,998,contig-35_42_length_7190_read_count_20673_5_5811_6878,355,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
1074,999,contig-35_49_length_6710_read_count_17697_3_1561_2940,459,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
1075,1000,contig-35_49_length_6710_read_count_17697_4_3348_4766,472,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
1076,1001,contig-35_49_length_6710_read_count_17697_5_4999_5940,313,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1077,1002,contig-35_55_length_6155_read_count_19548_1_51_1436,461,978,0.93,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,3.0,60.0
1078,1003,contig-35_55_length_6155_read_count_19548_3_2109_3590,493,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,5.0,100.0
1079,1004,contig-35_55_length_6155_read_count_19548_4_3974_5098,374,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,1.0,50.0
1080,1005,contig-35_55_length_6155_read_count_19548_5_5107_6153,349,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1081,1006,contig-35_57_length_6101_read_count_14238_1_2_1105,367,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,1.0,50.0
1082,1007,contig-35_57_length_6101_read_count_14238_2_1278_3386,702,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,11,5.0,45.45
1083,1008,contig-35_57_length_6101_read_count_14238_3_3758_4876,372,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
1084,1009,contig-35_57_length_6101_read_count_14238_4_4932_6077,381,978,0.9,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,2.0,66.67
1085,1010,contig-35_58_length_6068_read_count_16331_1_3_1169,388,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
1086,1011,contig-35_58_length_6068_read_count_16331_2_1358_2998,546,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,7,3.0,42.86
1087,1012,contig-35_58_length_6068_read_count_16331_3_3151_5046,631,978,0.93,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,9,6.0,66.67
1088,1013,contig-35_60_length_6038_read_count_20975_1_1_1287,428,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
1089,1014,contig-35_60_length_6038_read_count_20975_2_1380_2894,504,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,2.0,33.33
1090,1015,contig-35_60_length_6038_read_count_20975_3_2922_4145,407,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
1091,1016,contig-35_60_length_6038_read_count_20975_5_4815_5900,361,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,2,2.0,100.0
1092,1017,contig-35_61_length_5982_read_count_16245_1_3_1994,664,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,10.0,100.0
1093,1018,contig-35_61_length_5982_read_count_16245_2_2017_3021,334,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1094,1019,contig-35_61_length_5982_read_count_16245_3_3042_3968,308,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1095,1020,contig-35_61_length_5982_read_count_16245_4_4270_5910,546,978,0.88,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,7,3.0,42.86
1096,1021,contig-35_63_length_5833_read_count_20649_2_397_1530,377,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1097,1022,contig-35_63_length_5833_read_count_20649_4_2155_4887,910,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,16,10.0,62.5
1098,1023,contig-35_72_length_5183_read_count_19219_1_326_1612,428,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
1099,1024,contig-35_72_length_5183_read_count_19219_2_1729_3645,638,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,9,6.0,66.67
1100,1025,contig-35_74_length_5153_read_count_16694_2_387_1928,513,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,2.0,33.33
1101,1026,contig-35_74_length_5153_read_count_16694_3_1954_3453,499,978,0.95,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,5,3.0,60.0
1103,1027,contig-35_90_length_4567_read_count_14044_1_57_1517,486,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,2.0,40.0
1104,1028,contig-35_90_length_4567_read_count_14044_2_1711_3063,450,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
1105,1029,contig-35_90_length_4567_read_count_14044_3_3235_4542,435,978,0.9,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,2.0,50.0
1106,1030,contig-35_99_length_4216_read_count_5259_3_1294_2460,388,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
1107,1031,contig-35_99_length_4216_read_count_5259_5_3070_4215,381,978,0.97,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,3.0,100.0
1108,1032,contig-35_108_length_3996_read_count_13131_1_25_2508,827,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,14,9.0,64.29
1109,1033,contig-35_108_length_3996_read_count_13131_2_2602_3933,443,979,0.9,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
1110,1034,contig-35_109_length_3961_read_count_12498_1_3_1451,483,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,5,5.0,100.0
1111,1035,contig-35_109_length_3961_read_count_12498_2_1588_2700,370,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
1112,1036,contig-35_109_length_3961_read_count_12498_3_2794_3960,388,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,3,2.0,66.67
1113,1037,contig-35_158_length_2909_read_count_8706_1_11_916,301,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1114,1038,contig-35_158_length_2909_read_count_8706_2_1240_2907,555,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,7,7.0,100.0
1115,1039,contig-35_161_length_2847_read_count_8142_2_1350_2363,337,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
1116,1040,contig-35_177_length_2483_read_count_7127_1_1_1044,347,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
1117,1041,contig-35_177_length_2483_read_count_7127_2_1190_2350,386,923,0.94,QKN88782.1,Caliciviridae,Caliciviridae,Caliciviridae,558,36,polyprotein,Polyprotein,Gallus gallus,ssRNA(+),Bavovirus,3,2.0,66.67
1118,1042,contig-35_187_length_2414_read_count_8512_1_25_2100,691,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,10,5.0,50.0
1119,1043,contig-35_238_length_1900_read_count_5684_1_2_907,302,97,0.81,YP_009448192.1,Picornaviridae,Picornaviridae,Picornaviridae,532,1203,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Kobuvirus,1,1.0,100.0
1120,1044,contig-35_247_length_1852_read_count_5479_1_2_1201,400,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
1121,1045,contig-35_254_length_1801_read_count_3918_1_193_1800,536,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,6,6.0,100.0
1122,1046,contig-35_255_length_1786_read_count_3807_2_384_1748,454,978,1.0,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,4,1.0,25.0
1123,1047,contig-35_257_length_1771_read_count_4498_1_2_1771,590,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,8,8.0,100.0
1124,1048,contig-35_295_length_1506_read_count_3763_1_16_1311,431,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
1125,1049,contig-35_328_length_1296_read_count_3410_1_1_1254,418,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
1126,1050,contig-35_372_length_1049_read_count_2633_1_2_931,310,978,0.89,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
1127,1051,contig-35_386_length_977_read_count_2169_1_3_977,325,978,0.93,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
