Num_seq,acc_seq,lenght_aa,Certainty,Class_predict,Rep_of_class_predict,family_2021,fams_div,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,genre,,,
1627,contig-35_2_length_59782_read_count_27056_12_17100_18287,395,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1628,contig-35_2_length_59782_read_count_27056_13_18529_19455,308,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1629,contig-35_2_length_59782_read_count_27056_14_19460_20548,362,0.97,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1629,contig-35_2_length_59782_read_count_27056_14_19460_20548,362,0.78,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1630,contig-35_2_length_59782_read_count_27056_19_23765_25048,427,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1630,contig-35_2_length_59782_read_count_27056_19_23765_25048,427,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1630,contig-35_2_length_59782_read_count_27056_19_23765_25048,427,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1630,contig-35_2_length_59782_read_count_27056_19_23765_25048,427,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1631,contig-35_2_length_59782_read_count_27056_20_25101_26654,517,0.54,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1631,contig-35_2_length_59782_read_count_27056_20_25101_26654,517,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1631,contig-35_2_length_59782_read_count_27056_20_25101_26654,517,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1631,contig-35_2_length_59782_read_count_27056_20_25101_26654,517,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1631,contig-35_2_length_59782_read_count_27056_20_25101_26654,517,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1631,contig-35_2_length_59782_read_count_27056_20_25101_26654,517,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1632,contig-35_2_length_59782_read_count_27056_22_27521_28939,472,0.65,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1632,contig-35_2_length_59782_read_count_27056_22_27521_28939,472,0.89,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1632,contig-35_2_length_59782_read_count_27056_22_27521_28939,472,0.57,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1632,contig-35_2_length_59782_read_count_27056_22_27521_28939,472,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1632,contig-35_2_length_59782_read_count_27056_22_27521_28939,472,0.72,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,1,366,AMB66001.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2169,188,UL37,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,0.89,366,AMB66001.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,2169,188,UL37,Structural-Envelope,Homo sapiens,dsDNA,Simplexvirus,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,0.57,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1633,contig-35_2_length_59782_read_count_27056_23_28989_30779,596,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1634,contig-35_2_length_59782_read_count_27056_24_30766_31959,397,0.89,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1634,contig-35_2_length_59782_read_count_27056_24_30766_31959,397,0.79,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1634,contig-35_2_length_59782_read_count_27056_24_30766_31959,397,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,0.51,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1635,contig-35_2_length_59782_read_count_27056_26_32760_34544,594,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.79,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.78,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.98,957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.87,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.97,957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.85,957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.95,957,QJI53791.1,Marnaviridae,Marnaviridae-Picornaviridae,Marnaviridae,559,33,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+),Locarnavirus,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.75,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1636,contig-35_2_length_59782_read_count_27056_28_35640_37814,724,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1637,contig-35_2_length_59782_read_count_27056_29_37991_38962,323,0.59,18,AHK22794.1,Flaviviridae,Flaviviridae-Pneumoviridae-Herpesviridae-Poxviridae-Picornaviridae-Paramyxoviridae-Baculoviridae-Adenoviridae,Flaviviridae,300,16025,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Hepacivirus,,,
1638,contig-35_2_length_59782_read_count_27056_31_40208_41500,430,0.52,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1638,contig-35_2_length_59782_read_count_27056_31_40208_41500,430,0.97,735,QJI53756.1,Parvoviridae,Parvoviridae-Bidnaviridae-Baculoviridae,Parvoviridae,2469,62,structural protein,Structural-Envelope,Motacilla cinerea,ssDNA(+/-),Bidensovirus,,,
1638,contig-35_2_length_59782_read_count_27056_31_40208_41500,430,0.95,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1638,contig-35_2_length_59782_read_count_27056_31_40208_41500,430,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1639,contig-35_2_length_59782_read_count_27056_32_41714_42733,339,0.58,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1640,contig-35_2_length_59782_read_count_27056_34_42967_44052,361,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1640,contig-35_2_length_59782_read_count_27056_34_42967_44052,361,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.62,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.86,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.81,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.64,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.56,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.9,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.62,339,NP_041192.1,Bromoviridae,Bromoviridae,Bromoviridae,2598,205,replicase,Replication-Transcription,Malus domestica,ssRNA(+),Ilarvirus,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.93,339,NP_041192.1,Bromoviridae,Bromoviridae,Bromoviridae,2598,205,replicase,Replication-Transcription,Malus domestica,ssRNA(+),Ilarvirus,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.69,663,AYQ58840.1,Reoviridae,Reoviridae,Spinareoviridae,5365,76,mu-NS protein,Other-Functions,Sus scrofa,dsRNA,Orthoreovirus,,,
1641,contig-35_2_length_59782_read_count_27056_35_44130_48314,1394,0.87,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1642,contig-35_2_length_59782_read_count_27056_39_50110_51165,351,0.52,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1642,contig-35_2_length_59782_read_count_27056_39_50110_51165,351,0.58,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1643,contig-35_2_length_59782_read_count_27056_40_51259_52482,407,0.53,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1643,contig-35_2_length_59782_read_count_27056_40_51259_52482,407,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1643,contig-35_2_length_59782_read_count_27056_40_51259_52482,407,0.92,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1644,contig-35_2_length_59782_read_count_27056_41_52660_53628,322,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1645,contig-35_2_length_59782_read_count_27056_42_53644_54756,370,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1645,contig-35_2_length_59782_read_count_27056_42_53644_54756,370,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,0.85,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1646,contig-35_2_length_59782_read_count_27056_46_56802_58667,621,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.89,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.51,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.74,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,1,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.75,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.74,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.74,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.73,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1647,contig-35_4_length_43375_read_count_21375_2_301_2292,663,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,0.99,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,0.56,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,1,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
1648,contig-35_4_length_43375_read_count_21375_3_2536_4776,746,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,,,
