num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %,Rep_of_class_predict,Sequences_by_cltr,family_2021,family_2023,family_divercity,Genus,Protein_type,Protein_class,Host,Chain
3659,ON754979.1_9_9349_10956,535,979,0.99,12,11.0,91.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3660,ON754979.1_14_12349_13263,304,978,0.95,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3661,ON754979.1_18_14893_16875,660,979,0.99,18,7.0,38.89,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3662,ON754979.1_22_17994_19706,570,978,0.99,14,4.0,28.57,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3663,ON754979.1_31_22975_24015,346,114,0.88,3,1.0,33.33,QPB10708.1,958,Coronaviridae,Coronaviridae,Coronaviridae,Gammacoronavirus,ORF1ab,Other-Functions,Gallus gallus,ssRNA(+)
3664,ON754979.1_34_24623_27274,883,978,0.96,30,17.0,56.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3665,ON754979.1_35_27348_28445,365,978,0.96,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3666,ON754979.1_41_30962_32722,586,979,0.98,15,12.0,80.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3667,ON754979.1_45_33745_35667,640,978,0.94,17,9.0,52.94,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3668,ON754979.1_46_35735_39169,1144,978,0.99,43,21.0,48.84,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3669,ON456339.1_7_1637_3058,473,978,0.95,9,5.0,55.56,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3670,ON456339.1_8_3055_4623,522,610,0.95,12,2.0,16.67,YP_009029998.1,91,Flaviviridae,Flaviviridae,Flaviviridae,Undefined genus,putative glycoprotein,Glycoprotein,Rhipicephalus microplus,ssRNA(+)
3671,ON456339.1_9_4568_7138,856,978,1.0,28,17.0,60.71,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3672,ON456339.1_12_7974_8909,311,979,0.98,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3673,ON456339.1_20_12116_15949,1277,978,0.99,49,35.0,71.43,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3674,ON456339.1_21_16051_17187,378,978,0.87,4,1.0,25.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3675,ON456339.1_22_17188_18954,588,979,0.9,15,8.0,53.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3676,ON456339.1_24_19514_20596,360,979,0.98,3,1.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3677,ON456339.1_26_20912_23344,810,978,0.92,26,8.0,30.77,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3678,ON456339.1_27_23356_24369,337,979,0.91,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3679,ON456339.1_29_24842_26497,551,978,0.92,13,7.0,53.85,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3680,ON456339.1_34_28369_29601,410,978,0.96,6,5.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3681,ON456339.1_40_32595_33683,362,979,1.0,4,3.0,75.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3682,ON456339.1_66_44510_47128,872,978,0.95,29,24.0,82.76,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3683,ON456339.1_69_48686_49873,395,979,0.9,5,2.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3684,ON456339.1_81_53944_55137,397,979,0.95,5,2.0,40.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3685,ON456347.1_2_389_2002,537,979,0.94,12,7.0,58.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3686,ON456347.1_3_2022_3293,423,979,0.98,7,6.0,85.71,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3687,ON456347.1_4_3290_4594,434,978,0.98,7,7.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3688,ON456347.1_17_9925_15438,1837,978,0.97,77,57.0,74.03,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3689,ON456347.1_19_16256_17803,515,979,0.86,11,2.0,18.18,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3690,ON456347.1_20_17870_18973,367,978,0.93,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3691,ON456347.1_23_19627_21318,563,978,0.93,14,9.0,64.29,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3692,ON456347.1_25_21614_23530,638,979,0.96,17,12.0,70.59,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3693,ON456347.1_26_23527_24627,366,978,1.0,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3694,ON456347.1_29_26210_27358,382,844,0.9,5,3.0,60.0,QBR53297.1,45,Narnaviridae,Narnaviridae,Narnaviridae,Undefined genus,hypothetical protein,Hypothetical,Undefined host,ssRNA(+)
3695,ON456347.1_40_31643_32773,376,978,0.99,4,1.0,25.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3696,ON456347.1_54_37653_38765,370,979,1.0,4,3.0,75.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3697,ON456347.1_56_39287_40303,338,979,0.97,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3698,ON456347.1_60_41256_42209,317,979,1.0,1,1.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3699,OX241563.1_1_1_1743,580,978,0.98,14,8.0,57.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3700,OX241563.1_7_3643_5076,477,978,0.98,9,7.0,77.78,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3701,OX241563.1_8_5150_6511,453,979,0.95,8,7.0,87.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3702,OX241563.1_22_10702_11676,324,979,1.0,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3703,OX241563.1_24_12723_13988,421,978,1.0,7,7.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3704,OX241563.1_26_14401_15417,338,978,1.0,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3705,OX241563.1_34_19274_20728,484,978,0.99,10,10.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3706,OX241563.1_40_22682_24706,674,979,0.94,19,10.0,52.63,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3707,OX241563.1_45_26462_29152,896,979,0.94,30,11.0,36.67,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3708,OX241563.1_58_34022_36484,820,978,0.96,26,11.0,42.31,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3709,OX241563.1_60_36733_37677,314,978,1.0,1,1.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3710,OX241563.1_61_37691_38848,385,979,0.95,5,5.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3711,OX241563.1_62_38930_40636,568,978,0.91,14,9.0,64.29,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3712,OX241563.1_68_41976_43619,547,978,0.98,13,9.0,69.23,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3713,OX241563.1_75_46001_48346,781,979,0.96,25,11.0,44.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3714,OX241563.1_76_48343_49803,486,978,0.92,10,3.0,30.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3715,OX241563.1_78_50386_51372,328,574,0.9,2,1.0,50.0,AXU44617.1,103,Secoviridae,Secoviridae,Secoviridae,Waikavirus,coat protein 1,Structural-Envelope,Oryza sativa,ssRNA(+)
3716,OX241563.1_87_56028_58415,795,978,0.95,25,14.0,56.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3717,ON712643.1_1_1_1488,495,978,0.99,10,9.0,90.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3718,ON712643.1_2_1507_3030,507,979,0.93,11,4.0,36.36,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3719,ON712643.1_4_3672_4778,368,979,0.94,4,4.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3720,ON712643.1_6_5265_6263,332,979,0.94,2,1.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3721,ON712643.1_8_7059_10127,1022,978,0.95,37,28.0,75.68,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3722,ON712643.1_11_11176_12546,456,978,0.97,8,4.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3723,ON712643.1_16_14981_16402,473,978,1.0,9,9.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3724,ON712643.1_20_17770_20211,813,978,0.99,26,26.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3725,ON712643.1_23_21522_22514,330,978,0.99,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3726,ON712643.1_26_23899_25383,494,978,0.98,10,9.0,90.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3727,ON712643.1_28_26048_27508,486,978,0.92,10,7.0,70.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3728,ON712643.1_34_30009_31226,405,978,0.93,6,5.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3729,ON712643.1_54_38545_40551,668,978,1.0,19,9.0,47.37,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3730,ON712643.1_60_42031_44658,875,978,0.94,29,24.0,82.76,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3731,ON712643.1_69_46927_48135,402,978,0.99,6,2.0,33.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3732,ON712643.1_79_50626_52719,697,978,0.97,20,14.0,70.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3733,ON712643.1_88_54924_56285,453,978,0.96,8,6.0,75.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3734,ON712643.1_106_61831_63030,399,274,0.97,5,2.0,40.0,QYA72453.1,291,Secoviridae,Secoviridae,Secoviridae,Fabavirus,polyprotein,Polyprotein,Prunus avium,ssRNA(+)
3735,ON712643.1_113_64927_66090,387,20,0.98,5,5.0,100.0,QKF95578.1,12451,Potyviridae,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyvirus,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+)
3736,ON712643.1_119_68331_69566,411,979,1.0,6,6.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3737,ON712643.1_121_70127_71683,518,978,1.0,11,10.0,90.91,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3738,ON712643.1_211_104747_105871,374,979,0.93,4,2.0,50.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3739,ON712643.1_217_107797_109113,438,979,1.0,7,7.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3740,ON712643.1_221_110174_111151,325,978,0.94,2,1.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3741,ON712643.1_231_115492_116589,365,978,0.92,4,4.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3742,ON712643.1_234_117543_119798,751,979,0.97,23,18.0,78.26,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3743,ON712643.1_237_120626_121639,337,979,0.98,2,2.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3744,ON712643.1_242_123452_124534,360,979,0.98,3,3.0,100.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3745,ON712643.1_249_127298_128413,371,146,1.0,4,2.0,50.0,NP_987087.2,711,Astroviridae,Astroviridae,Astroviridae,Avastrovirus,polymerase,Replication-Transcription,Gallus gallus,ssRNA(+)
3746,ON712643.1_266_134385_135752,455,979,0.94,8,5.0,62.5,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3747,ON712643.1_276_139866_141656,596,979,0.97,15,5.0,33.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3748,MZ234048.1_12_3249_4499,416,957,1.0,6,4.0,66.67,QJI53791.1,33,Marnaviridae,Marnaviridae,Marnaviridae-Picornaviridae,Locarnavirus,hypothetical protein 2,Hypothetical,Undefined host,ssRNA(+)
3749,MZ234048.1_13_4511_6004,497,978,0.92,10,4.0,40.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3750,MZ234048.1_19_9129_10097,322,978,0.95,2,2.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3751,MZ234048.1_27_12717_13883,388,978,0.95,5,4.0,80.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3752,MZ234048.1_30_14948_16078,376,363,0.97,4,2.0,50.0,QIZ12955.1,189,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,Vitivirus,replicase,Replication-Transcription,Vitis vinifera,ssRNA(+)
3753,MZ234048.1_34_17249_19522,757,978,0.99,23,20.0,86.96,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3754,MZ234048.1_38_21005_23488,827,978,0.96,27,13.0,48.15,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3755,MZ234048.1_39_23501_26455,984,979,0.92,35,9.0,25.71,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3756,MZ234048.1_41_26618_28042,474,978,0.93,9,4.0,44.44,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3757,MZ234048.1_47_29715_31895,726,979,0.93,22,15.0,68.18,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3758,MZ234048.1_49_32668_33918,416,978,0.96,6,1.0,16.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3759,MZ234048.1_53_35099_37360,753,979,0.96,23,11.0,47.83,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3760,ON212266.1_1_1_2757,918,979,0.95,31,11.0,35.48,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3761,ON212266.1_7_5123_6238,371,978,0.92,4,2.0,50.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3762,ON212266.1_12_7171_8406,411,978,0.9,6,5.0,83.33,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3763,ON212266.1_15_8964_10562,532,978,1.0,12,11.0,91.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3764,ON212266.1_19_12054_15053,999,978,0.97,35,13.0,37.14,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3765,ON212266.1_24_17651_18844,397,979,0.94,5,4.0,80.0,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3766,ON212266.1_28_23932_25710,592,978,0.94,15,13.0,86.67,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3767,ON212266.1_30_26551_27741,396,978,0.99,5,5.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3768,ON212266.1_31_27788_30784,998,978,0.92,35,11.0,31.43,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3769,ON212266.1_32_30944_32965,673,607,0.99,19,3.0,15.79,YP_009165496.1,92,Bornaviridae,Bornaviridae,Bornaviridae,Orthobornavirus,glycoprotein,Glycoprotein,Homo sapiens,ssRNA(-)
3770,ON212266.1_33_33030_35708,892,979,0.95,30,19.0,63.33,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3771,ON212266.1_34_35766_38399,877,978,0.97,29,13.0,44.83,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3772,ON212266.1_35_38822_43660,1612,978,0.97,66,35.0,53.03,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3773,ON212266.1_43_47361_49571,736,978,0.98,22,5.0,22.73,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3774,ON212266.1_44_49624_51519,631,978,0.99,17,16.0,94.12,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3775,ON212266.1_47_52920_54614,564,979,0.92,14,5.0,35.71,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
3776,ON212266.1_52_56805_58127,440,978,1.0,7,7.0,100.0,Prokaryotic-viral,6464,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Variaty,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty
3777,ON212266.1_53_58232_59758,508,89,1.0,11,2.0,18.18,QKI28857.1,1282,Alphasatellitidae,Alphasatellitidae,Alphasatellitidae-Nanoviridae-Geminiviridae,Colecusatellite,replication associated protein,Replication-Transcription,Gossypium hirsutum,ssDNA
3778,ON212266.1_67_65730_67238,502,979,0.85,11,3.0,27.27,Non-Viral,7561,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Non-Viral,Other-Functions,Non-Viral,Non-Viral
