num_seq,num_seq_,Seq_input,Seq_input_aa,predicted_class,Certainty %,Rep_of_class_predict,family_2021,family_divercity,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,Genus,Kmers_by_sequence,Kmers_predicted_to_class,Query_coverage %
590,556,NODE_1730_length_1321_cov_2.425000_1_1_1110,370,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
591,557,NODE_1735_length_1320_cov_3.483736_1_1_1200,399,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
592,558,NODE_1739_length_1320_cov_1.750626_1_23_1318,432,0,0.89,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus,4,2.0,50.0
594,559,NODE_1744_length_1319_cov_1.993322_1_3_1136,378,799,0.9,ACS44770.1,Roniviridae,Roniviridae,Roniviridae,46,50,pp1ab,Polyprotein,Penaeus monodon,ssRNA(+),Okavirus,2,1.0,50.0
595,560,NODE_1747_length_1318_cov_4.335840_1_194_1318,374,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
596,561,NODE_1751_length_1317_cov_5.874582_1_25_1278,417,799,1.0,ACS44770.1,Roniviridae,Roniviridae,Roniviridae,46,50,pp1ab,Polyprotein,Penaeus monodon,ssRNA(+),Okavirus,3,1.0,33.33
597,562,NODE_1752_length_1317_cov_5.280100_1_3_1316,438,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
598,563,NODE_1753_length_1316_cov_13.557322_1_49_1314,421,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
599,564,NODE_1755_length_1316_cov_4.080335_1_2_1126,375,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
600,565,NODE_1760_length_1315_cov_4.062814_1_3_1259,419,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
601,566,NODE_1767_length_1314_cov_8.939648_1_3_1313,437,119,0.92,ATP66856.1,Flaviviridae,Flaviviridae,Flaviviridae,150,906,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Pestivirus,4,1.0,25.0
602,567,NODE_1769_length_1314_cov_4.123219_1_235_1146,303,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
603,568,NODE_1770_length_1314_cov_3.162615_1_3_935,310,226,0.95,QMP82847.1,Parvoviridae,Parvoviridae,Parvoviridae,3952,381,NS1,Non-structural,Homo sapiens,ssDNA(+/-),Bocaparvovirus,1,1.0,100.0
604,569,NODE_1774_length_1313_cov_2.345638_1_3_1313,437,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
605,570,NODE_1779_length_1312_cov_8.752309_1_122_1312,396,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
606,571,NODE_1791_length_1311_cov_1.667227_1_2_1105,368,979,0.95,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
608,572,NODE_1801_length_1309_cov_6.043771_1_1_1308,436,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
609,573,NODE_1808_length_1307_cov_16.700675_1_43_1065,340,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
610,574,NODE_1810_length_1307_cov_4.595278_1_3_1307,435,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
611,575,NODE_1814_length_1307_cov_1.515177_1_388_1305,305,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
612,576,NODE_1817_length_1306_cov_13.341772_1_3_1304,434,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
613,577,NODE_1819_length_1306_cov_2.698734_1_2_1306,435,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
614,578,NODE_1823_length_1305_cov_4.045608_1_2_1303,434,20,0.95,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,4,2.0,50.0
615,579,NODE_1831_length_1303_cov_7.289340_1_2_1198,399,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
616,580,NODE_1834_length_1302_cov_7.786622_1_1_1302,434,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
617,581,NODE_1835_length_1302_cov_4.758679_1_95_1171,358,782,0.99,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,398,52,NS5B,Non-structural,Pteropus giganteus,ssRNA(+),Pegivirus,2,2.0,100.0
618,582,NODE_1837_length_1302_cov_4.349704_1_3_1301,433,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
619,583,NODE_1841_length_1301_cov_3.033051_1_3_1301,433,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
620,584,NODE_1846_length_1300_cov_24.405428_1_2_1111,369,146,1.0,NP_987087.2,Astroviridae,Astroviridae,Astroviridae,1535,711,polymerase,Replication-Transcription,Gallus gallus,ssRNA(+),Avastrovirus,2,1.0,50.0
621,585,NODE_1847_length_1300_cov_11.297710_1_2_1300,433,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
622,586,NODE_1848_length_1300_cov_10.652248_1_2_1210,402,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
623,587,NODE_1857_length_1299_cov_15.389643_1_2_1171,389,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
624,588,NODE_1860_length_1299_cov_2.458404_1_1_1101,366,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
625,589,NODE_1896_length_1292_cov_1.502135_1_295_1290,331,926,0.94,ALD83625.1,Nairoviridae,Nairoviridae,Nairoviridae,1209,36,glycoprotein precursor,Glycoprotein,Ixodes uriae,ssRNA(-),Orthonairovirus,1,1.0,100.0
626,590,NODE_1901_length_1290_cov_2.236099_1_22_1254,410,20,0.98,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,3,2.0,66.67
627,591,NODE_1902_length_1290_cov_1.420873_1_3_1289,429,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
628,592,NODE_1905_length_1289_cov_4.371575_1_3_1289,429,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
629,593,NODE_1910_length_1288_cov_5.435304_1_1_1287,429,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
630,594,NODE_1931_length_1285_cov_1.700172_1_3_938,311,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
631,595,NODE_1932_length_1284_cov_7.805675_2_84_1274,396,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
632,596,NODE_1935_length_1284_cov_3.109200_1_242_1213,323,31,0.92,QFR36400.1,Geminiviridae,Geminiviridae-Virgaviridae-Caulimoviridae-Alphasatellitidae,Geminiviridae,13371,8286,replication-associated protein,Replication-Transcription,Solanum lycopersicum,ssDNA(+/-),Begomovirus,1,1.0,100.0
634,597,NODE_1945_length_1282_cov_3.804479_1_1_1281,427,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,2.0,50.0
635,598,NODE_1957_length_1281_cov_2.915517_1_3_1280,426,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
637,599,NODE_1965_length_1280_cov_3.865401_1_3_1280,426,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
638,600,NODE_1966_length_1280_cov_3.056083_1_286_1278,330,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
639,601,NODE_1968_length_1279_cov_5.039724_1_3_1277,425,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
640,602,NODE_1979_length_1277_cov_4.450692_1_3_1277,425,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
641,603,NODE_1980_length_1277_cov_3.682526_2_341_1276,311,100,0.89,YP_010086240.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,859,1192,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Bandavirus,1,1.0,100.0
643,604,NODE_1989_length_1275_cov_3.048527_1_47_1273,408,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
644,605,NODE_2009_length_1271_cov_6.860000_1_2_1270,423,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,4.0,100.0
645,606,NODE_2010_length_1271_cov_4.726087_1_3_1271,423,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
646,607,NODE_2029_length_1269_cov_7.241289_1_2_1267,422,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
647,608,NODE_2034_length_1269_cov_1.116725_1_3_1268,422,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,4,3.0,75.0
648,609,NODE_2035_length_1268_cov_10.568439_1_1_993,330,978,0.99,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
649,610,NODE_2043_length_1267_cov_10.291449_1_163_1224,353,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
650,611,NODE_2046_length_1267_cov_1.975567_1_154_1266,370,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
651,612,NODE_2048_length_1267_cov_1.004363_1_3_1265,421,711,0.98,AYA49825.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,7199,66,BRLF1,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus,4,2.0,50.0
652,613,NODE_2055_length_1266_cov_2.203493_1_1_912,304,979,0.93,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
653,614,NODE_2056_length_1266_cov_1.333624_1_1_1167,389,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
654,615,NODE_2067_length_1264_cov_5.000875_1_1_1098,366,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
655,616,NODE_2074_length_1263_cov_11.489492_1_3_1262,420,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
656,617,NODE_2080_length_1262_cov_3.561788_1_72_1235,387,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
657,618,NODE_2086_length_1261_cov_6.126316_1_1_1260,420,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
658,619,NODE_2089_length_1261_cov_1.334211_1_10_1260,417,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
659,620,NODE_2091_length_1260_cov_3.082529_1_3_1259,419,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
660,621,NODE_2094_length_1260_cov_1.239684_1_3_1091,362,83,1.0,ATP66731.1,Coronaviridae,Coronaviridae,Coronaviridae,6,1446,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+),Betacoronavirus,2,1.0,50.0
661,622,NODE_2096_length_1259_cov_4.376977_1_3_1259,419,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
662,623,NODE_2099_length_1259_cov_1.681898_1_1_1257,419,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
663,624,NODE_2102_length_1258_cov_10.315743_1_134_1258,374,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
664,625,NODE_2103_length_1258_cov_2.104661_1_1_1257,419,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
665,626,NODE_2114_length_1256_cov_6.639648_1_86_1255,389,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
666,627,NODE_2116_length_1256_cov_2.203524_1_1_1254,418,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
667,628,NODE_2121_length_1255_cov_1.314815_1_1_1254,418,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
668,629,NODE_2131_length_1254_cov_1.840247_1_3_1253,417,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
669,630,NODE_2136_length_1253_cov_1.785336_1_176_1252,358,979,0.88,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
670,631,NODE_2157_length_1249_cov_2.961879_1_61_1248,395,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
671,632,NODE_2162_length_1248_cov_50.331854_1_3_938,311,81,0.97,ACX32354.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,12930,1532,early E2,Regulation-Control,Homo sapiens,dsDNA,Alphapapillomavirus,1,1.0,100.0
672,633,NODE_2178_length_1245_cov_4.354982_1_2_1243,414,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
674,634,NODE_2183_length_1244_cov_12.782725_1_120_1244,374,485,0.99,QEQ13291.1,Reoviridae,Reoviridae,Spinareoviridae,2066,133,lambda A-core shell,Structural-Envelope,Gallus gallus,dsRNA,Orthoreovirus,2,1.0,50.0
675,635,NODE_2186_length_1244_cov_4.158504_1_13_945,310,978,0.96,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty,1,1.0,100.0
676,636,NODE_2189_length_1244_cov_2.046305_1_31_1242,404,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
677,637,NODE_2198_length_1242_cov_3.962533_1_1_963,320,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
678,638,NODE_2204_length_1241_cov_9.305357_1_3_1019,338,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
679,639,NODE_2205_length_1241_cov_4.487500_1_1_1239,413,486,0.96,YP_654692.1,Iridoviridae,Iridoviridae-Ascoviridae,Iridoviridae,2549,133,DNA polymerase,Replication-Transcription,Ambystoma tigrinum,dsDNA,Ranavirus,3,1.0,33.33
680,640,NODE_2218_length_1240_cov_1.931189_1_2_1240,413,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
682,641,NODE_2230_length_1238_cov_6.498657_1_2_1237,412,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
683,642,NODE_2233_length_1238_cov_3.373321_1_125_1237,370,979,0.84,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,1.0,50.0
684,643,NODE_2235_length_1238_cov_1.888093_1_1_1236,412,85,0.92,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus,3,1.0,33.33
685,644,NODE_2248_length_1235_cov_3.962298_1_1_1233,411,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,2.0,66.67
686,645,NODE_2250_length_1235_cov_2.518851_1_203_1234,343,80,0.81,YP_009505611.1,Picornaviridae,Picornaviridae-Hepeviridae,Picornaviridae,749,1503,polyprotein-capsid,Polyprotein,Homo sapiens,ssRNA(+),Hepatovirus,2,1.0,50.0
687,646,NODE_2252_length_1235_cov_1.808797_1_45_1235,396,20,1.0,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus,3,2.0,66.67
688,647,NODE_2262_length_1233_cov_3.427158_1_3_1232,410,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
689,648,NODE_2264_length_1233_cov_2.426259_1_3_1094,363,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
690,649,NODE_2265_length_1233_cov_2.345324_1_3_1232,410,37,1.0,YP_008378665.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,772,3554,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthoavulavirus,3,1.0,33.33
691,650,NODE_2268_length_1232_cov_10.695770_1_3_1193,396,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,1.0,33.33
692,651,NODE_2270_length_1232_cov_2.498650_1_2_922,307,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
693,652,NODE_2274_length_1231_cov_3.677477_1_3_1229,409,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
694,653,NODE_2277_length_1231_cov_2.507207_1_3_914,303,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
697,654,NODE_2288_length_1230_cov_2.120830_1_3_1229,409,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
698,655,NODE_2297_length_1229_cov_3.202166_1_2_907,301,66,0.97,ASV45868.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,493,1992,polymerase,Replication-Transcription,Canis lupus familiaris,ssRNA(-),Lyssavirus,1,1.0,100.0
699,656,NODE_2312_length_1227_cov_5.132911_1_2_1225,408,979,0.98,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
700,657,NODE_2313_length_1227_cov_3.581374_1_1_1020,340,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
701,658,NODE_2314_length_1227_cov_2.874322_1_26_1225,400,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
703,659,NODE_2322_length_1226_cov_4.230769_1_1_1089,362,979,0.97,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
704,660,NODE_2324_length_1226_cov_3.967421_1_2_1177,392,979,0.99,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
705,661,NODE_2328_length_1226_cov_1.952941_2_224_1225,334,979,0.94,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
706,662,NODE_2329_length_1225_cov_46.468297_1_1_1068,355,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,2,2.0,100.0
707,663,NODE_2330_length_1225_cov_13.551630_1_1_1224,408,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
708,664,NODE_2331_length_1225_cov_5.154891_1_2_937,311,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
709,665,NODE_2335_length_1224_cov_7.955576_1_3_1223,407,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
711,666,NODE_2349_length_1223_cov_2.142468_1_2_931,309,979,0.96,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,1,1.0,100.0
712,667,NODE_2354_length_1222_cov_3.997275_1_2_1072,356,350,0.93,YP_009552520.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,3531,194,BSLF1- helicase-primase primase subunit,Replication-Transcription,Homo sapiens,dsDNA,Lymphocryptovirus,2,1.0,50.0
713,668,NODE_2359_length_1222_cov_1.629428_1_2_1222,407,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
715,669,NODE_2366_length_1221_cov_3.323636_1_32_1219,396,979,1.0,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral,3,3.0,100.0
