Num_seq,acc_seq,lenght_aa,Certainty,Class_predict,Rep_of_class_predict,family_2021,fams_div,family_2023,Cltr_rep,Sequences_by_cltr,Protein_type,Protein_class,Host,Chain,genre
351,NODE_716_length_1642_cov_9.371466_1_1_1311,436,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
351,NODE_716_length_1642_cov_9.371466_1_1_1311,436,0.96,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
352,NODE_722_length_1639_cov_5.114625_1_1_1188,396,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
352,NODE_722_length_1639_cov_5.114625_1_1_1188,396,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
352,NODE_722_length_1639_cov_5.114625_1_1_1188,396,0.69,259,ATZ69454.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1232,575,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT,Badnavirus
353,NODE_728_length_1634_cov_3.006609_1_1_1632,544,0.48,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
353,NODE_728_length_1634_cov_3.006609_1_1_1632,544,0.94,795,YP_605811.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1218,51,polyprotein,Polyprotein,Musa acuminata,dsDNA-RT,Badnavirus
353,NODE_728_length_1634_cov_3.006609_1_1_1632,544,0.79,745,QOD39474.1,Parvoviridae,Parvoviridae,Parvoviridae,7711,60,NS1,Non-structural,Pisaster ochraceus,ssDNA(+/-),Ambidensovirus
353,NODE_728_length_1634_cov_3.006609_1_1_1632,544,0.99,745,QOD39474.1,Parvoviridae,Parvoviridae,Parvoviridae,7711,60,NS1,Non-structural,Pisaster ochraceus,ssDNA(+/-),Ambidensovirus
353,NODE_728_length_1634_cov_3.006609_1_1_1632,544,0.76,878,AAL55651.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1477,41,coat protein,Other-Functions,Oryza sativa,dsDNA-RT,Tungrovirus
353,NODE_728_length_1634_cov_3.006609_1_1_1632,544,0.42,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
353,NODE_728_length_1634_cov_3.006609_1_1_1632,544,0.8,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
354,NODE_735_length_1632_cov_2.656519_1_3_1631,543,0.46,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
354,NODE_735_length_1632_cov_2.656519_1_3_1631,543,0.57,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus
354,NODE_735_length_1632_cov_2.656519_1_3_1631,543,1.0,679,YP_006347710.1,Iridoviridae,Iridoviridae,Iridoviridae,3296,73,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
354,NODE_735_length_1632_cov_2.656519_1_3_1631,543,0.79,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus
354,NODE_735_length_1632_cov_2.656519_1_3_1631,543,0.97,197,YP_009351861.1,Flaviviridae,Flaviviridae,Flaviviridae,244,462,non-structural protein,Non-structural,Aedes aegypti,ssRNA(+),Flavivirus
354,NODE_735_length_1632_cov_2.656519_1_3_1631,543,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
354,NODE_735_length_1632_cov_2.656519_1_3_1631,543,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
355,NODE_740_length_1630_cov_10.429423_2_294_1628,444,0.61,100,YP_010086240.1,Phenuiviridae,Phenuiviridae-Peribunyaviridae,Phenuiviridae,859,1192,RNA-dependent RNA polymerase,Replication-Transcription,Homo sapiens,ssRNA(+/-),Bandavirus
355,NODE_740_length_1630_cov_10.429423_2_294_1628,444,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
355,NODE_740_length_1630_cov_10.429423_2_294_1628,444,0.56,102,QTJ01860.1,Solemoviridae,Solemoviridae-Luteoviridae-Tombusviridae,Solemoviridae,2692,1162,RNA-dependent RNA polymerase,Replication-Transcription,Saccharum sp.,ssRNA(+),Polerovirus
355,NODE_740_length_1630_cov_10.429423_2_294_1628,444,0.88,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
356,NODE_746_length_1627_cov_23.784197_1_279_1334,351,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
356,NODE_746_length_1627_cov_23.784197_1_279_1334,351,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
357,NODE_749_length_1626_cov_4.894352_1_62_1624,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
357,NODE_749_length_1626_cov_4.894352_1_62_1624,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
357,NODE_749_length_1626_cov_4.894352_1_62_1624,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
357,NODE_749_length_1626_cov_4.894352_1_62_1624,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
357,NODE_749_length_1626_cov_4.894352_1_62_1624,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
357,NODE_749_length_1626_cov_4.894352_1_62_1624,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
358,NODE_751_length_1622_cov_3.149900_2_358_1620,420,0.71,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
358,NODE_751_length_1622_cov_3.149900_2_358_1620,420,0.94,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
358,NODE_751_length_1622_cov_3.149900_2_358_1620,420,0.83,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
359,NODE_753_length_1620_cov_16.903936_1_163_1338,391,1.0,146,NP_987087.2,Astroviridae,Astroviridae,Astroviridae,1535,711,polymerase,Replication-Transcription,Gallus gallus,ssRNA(+),Avastrovirus
359,NODE_753_length_1620_cov_16.903936_1_163_1338,391,0.83,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
359,NODE_753_length_1620_cov_16.903936_1_163_1338,391,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
360,NODE_754_length_1620_cov_4.930620_1_2_931,310,0.94,575,YP_007506946.1,Solemoviridae,Solemoviridae,Solemoviridae,3030,103,RNA-dependent RNA polymerase,Replication-Transcription,Oryza sativa,ssRNA(+),Sobemovirus
361,NODE_757_length_1618_cov_9.090180_2_632_1618,328,0.97,771,YP_009505328.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,2260,54,glycoprotein,Glycoprotein,Aedes aegypti,ssRNA(-),Phasivirus
362,NODE_760_length_1617_cov_3.582888_2_700_1617,305,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
363,NODE_761_length_1616_cov_2.700334_1_88_1614,508,0.51,506,QLC36818.1,Partitiviridae,Partitiviridae,Partitiviridae,4761,127,RNA-dependent RNA polymerase,Replication-Transcription,Rosellinia necatrix,dsRNA,Betapartitivirus
363,NODE_761_length_1616_cov_2.700334_1_88_1614,508,0.95,506,QLC36818.1,Partitiviridae,Partitiviridae,Partitiviridae,4761,127,RNA-dependent RNA polymerase,Replication-Transcription,Rosellinia necatrix,dsRNA,Betapartitivirus
363,NODE_761_length_1616_cov_2.700334_1_88_1614,508,0.92,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
363,NODE_761_length_1616_cov_2.700334_1_88_1614,508,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
363,NODE_761_length_1616_cov_2.700334_1_88_1614,508,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
363,NODE_761_length_1616_cov_2.700334_1_88_1614,508,0.8,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
364,NODE_765_length_1615_cov_1.797189_1_447_1613,389,0.78,85,QOI17587.1,Papillomaviridae,Papillomaviridae,Papillomaviridae,6022,1349,early E1,Replication-Transcription,Homo sapiens,dsDNA,Alphapapillomavirus
364,NODE_765_length_1615_cov_1.797189_1_447_1613,389,0.98,112,QEO75949.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,1739,972,polyprotein,Polyprotein,Homo sapiens,ssRNA(-),Orthobunyavirus
364,NODE_765_length_1615_cov_1.797189_1_447_1613,389,0.69,112,QEO75949.1,Peribunyaviridae,Peribunyaviridae,Peribunyaviridae,1739,972,polyprotein,Polyprotein,Homo sapiens,ssRNA(-),Orthobunyavirus
365,NODE_766_length_1614_cov_5.475553_2_348_1613,421,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
365,NODE_766_length_1614_cov_5.475553_2_348_1613,421,0.86,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
365,NODE_766_length_1614_cov_5.475553_2_348_1613,421,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
365,NODE_766_length_1614_cov_5.475553_2_348_1613,421,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
366,NODE_768_length_1612_cov_4.907445_1_2_1612,537,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
366,NODE_768_length_1612_cov_4.907445_1_2_1612,537,0.47,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
366,NODE_768_length_1612_cov_4.907445_1_2_1612,537,0.94,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
366,NODE_768_length_1612_cov_4.907445_1_2_1612,537,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
366,NODE_768_length_1612_cov_4.907445_1_2_1612,537,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
366,NODE_768_length_1612_cov_4.907445_1_2_1612,537,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
367,NODE_770_length_1611_cov_10.285906_1_253_1611,452,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
367,NODE_770_length_1611_cov_10.285906_1_253_1611,452,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
367,NODE_770_length_1611_cov_10.285906_1_253_1611,452,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
367,NODE_770_length_1611_cov_10.285906_1_253_1611,452,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
368,NODE_771_length_1611_cov_5.730201_1_3_1283,426,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
368,NODE_771_length_1611_cov_5.730201_1_3_1283,426,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
368,NODE_771_length_1611_cov_5.730201_1_3_1283,426,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
368,NODE_771_length_1611_cov_5.730201_1_3_1283,426,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
369,NODE_772_length_1611_cov_3.755034_1_2_1564,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
369,NODE_772_length_1611_cov_3.755034_1_2_1564,521,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
369,NODE_772_length_1611_cov_3.755034_1_2_1564,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
369,NODE_772_length_1611_cov_3.755034_1_2_1564,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
369,NODE_772_length_1611_cov_3.755034_1_2_1564,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
369,NODE_772_length_1611_cov_3.755034_1_2_1564,521,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
370,NODE_777_length_1606_cov_3.859933_1_2_1606,535,0.92,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
370,NODE_777_length_1606_cov_3.859933_1_2_1606,535,0.98,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
370,NODE_777_length_1606_cov_3.859933_1_2_1606,535,0.82,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
370,NODE_777_length_1606_cov_3.859933_1_2_1606,535,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
370,NODE_777_length_1606_cov_3.859933_1_2_1606,535,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
370,NODE_777_length_1606_cov_3.859933_1_2_1606,535,0.91,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
371,NODE_780_length_1603_cov_5.246289_1_1_1059,352,0.79,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
371,NODE_780_length_1603_cov_5.246289_1_1_1059,352,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
372,NODE_785_length_1601_cov_9.629730_1_112_1200,362,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
372,NODE_785_length_1601_cov_9.629730_1_112_1200,362,1.0,494,WP_016023246.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,5601,131,capsid scaffold protein,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
373,NODE_792_length_1599_cov_23.280108_1_3_1208,401,0.82,20,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus
373,NODE_792_length_1599_cov_23.280108_1_3_1208,401,1.0,20,QKF95578.1,Potyviridae,Potyviridae-Tymoviridae-Secoviridae-Closteroviridae-Alphaflexiviridae,Potyviridae,210,12451,polyprotein,Polyprotein,Solanum tuberosum,ssRNA(+),Potyvirus
373,NODE_792_length_1599_cov_23.280108_1_3_1208,401,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
374,NODE_794_length_1599_cov_3.193505_1_53_1597,515,0.79,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
374,NODE_794_length_1599_cov_3.193505_1_53_1597,515,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
374,NODE_794_length_1599_cov_3.193505_1_53_1597,515,0.97,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
374,NODE_794_length_1599_cov_3.193505_1_53_1597,515,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
374,NODE_794_length_1599_cov_3.193505_1_53_1597,515,0.8,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
374,NODE_794_length_1599_cov_3.193505_1_53_1597,515,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
375,NODE_803_length_1593_cov_4.186821_1_3_1592,530,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
375,NODE_803_length_1593_cov_4.186821_1_3_1592,530,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
375,NODE_803_length_1593_cov_4.186821_1_3_1592,530,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
375,NODE_803_length_1593_cov_4.186821_1_3_1592,530,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
375,NODE_803_length_1593_cov_4.186821_1_3_1592,530,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
375,NODE_803_length_1593_cov_4.186821_1_3_1592,530,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
376,NODE_805_length_1592_cov_11.892590_1_1_1590,530,0.43,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
376,NODE_805_length_1592_cov_11.892590_1_1_1590,530,0.82,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
376,NODE_805_length_1592_cov_11.892590_1_1_1590,530,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
376,NODE_805_length_1592_cov_11.892590_1_1_1590,530,0.96,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
376,NODE_805_length_1592_cov_11.892590_1_1_1590,530,0.67,978,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,Prokaryotic-viral,0,6464,Prokaryotic-viral,Other-Functions,Bacteria-Archaeal,Variaty,Variaty
376,NODE_805_length_1592_cov_11.892590_1_1_1590,530,0.58,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
377,NODE_812_length_1589_cov_8.059264_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
377,NODE_812_length_1589_cov_8.059264_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
377,NODE_812_length_1589_cov_8.059264_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
377,NODE_812_length_1589_cov_8.059264_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
377,NODE_812_length_1589_cov_8.059264_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
377,NODE_812_length_1589_cov_8.059264_1_2_1588,529,0.97,337,SNB54148.1,Poxviridae,Poxviridae,Poxviridae,2097,207,cowpox A-type inclusion protein,Other-Functions,Homo sapiens,dsDNA,Orthopoxvirus
378,NODE_813_length_1589_cov_5.742507_1_2_1588,529,0.98,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
378,NODE_813_length_1589_cov_5.742507_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
378,NODE_813_length_1589_cov_5.742507_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
378,NODE_813_length_1589_cov_5.742507_1_2_1588,529,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
378,NODE_813_length_1589_cov_5.742507_1_2_1588,529,0.79,259,ATZ69454.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,1232,575,polyprotein- putative movement protein,Transport,Theobroma cacao,dsDNA-RT,Badnavirus
378,NODE_813_length_1589_cov_5.742507_1_2_1588,529,0.93,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
379,NODE_815_length_1589_cov_4.234332_1_358_1587,409,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
379,NODE_815_length_1589_cov_4.234332_1_358_1587,409,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
379,NODE_815_length_1589_cov_4.234332_1_358_1587,409,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
380,NODE_824_length_1582_cov_8.156742_1_81_1580,499,0.99,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
380,NODE_824_length_1582_cov_8.156742_1_81_1580,499,0.98,801,QRY06578.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1532,50,regulatory protein IE2,Regulation-Control,Homo sapiens,dsDNA,Roseolovirus
380,NODE_824_length_1582_cov_8.156742_1_81_1580,499,0.99,801,QRY06578.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,1532,50,regulatory protein IE2,Regulation-Control,Homo sapiens,dsDNA,Roseolovirus
380,NODE_824_length_1582_cov_8.156742_1_81_1580,499,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
380,NODE_824_length_1582_cov_8.156742_1_81_1580,499,0.98,780,YP_009055225.1,Filoviridae,Filoviridae,Filoviridae,5956,53,glycoprotein,Glycoprotein,Homo sapiens,ssRNA(-),Orthomarburgvirus
381,NODE_825_length_1582_cov_1.891170_1_117_1580,487,0.84,907,QNS27180.1,Flaviviridae,Flaviviridae,Flaviviridae,296,37,polyprotein,Polyprotein,Lophuromys machangui,ssRNA(+),Hepacivirus
381,NODE_825_length_1582_cov_1.891170_1_117_1580,487,0.49,0,NP_663784.1,Retroviridae,Retroviridae,Retroviridae,1639,12256,pol protein,Structural-Envelope,Homo sapiens,ssRNA-RT,Lentivirus
381,NODE_825_length_1582_cov_1.891170_1_117_1580,487,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
381,NODE_825_length_1582_cov_1.891170_1_117_1580,487,1.0,979,Non-Viral,Non-Viral,Non-Viral,Non-Viral,0,7561,Non-Viral,Other-Functions,Non-Viral,Non-Viral,Non-Viral
